yil,ilce,mahalle,tesis_turu,tesis_sayisi
2022,Adalar,Burgazada Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Adalar,Heybeliada Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Adalar,Maden Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Adalar,Nizam Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Arnavutköy,Adnan Menderes Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Arnavutköy,Anadolu Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Arnavutköy,Boğazköy İstiklal Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Arnavutköy,Boğazköy İstiklal Mahallesi,Sanayi ve Fabrika,1
2022,Arnavutköy,Deliklikaya Mahallesi,Sanayi ve Fabrika,1
2022,Arnavutköy,Hacımaşlı Mahallesi,Sanayi ve Fabrika,1
2022,Arnavutköy,Hadımköy Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Arnavutköy,Hadımköy Mahallesi,Sanayi ve Fabrika,38
2022,Arnavutköy,Haraççı Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Arnavutköy,Haraççı Mahallesi,Sanayi ve Fabrika,1
2022,Arnavutköy,Hastane Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Arnavutköy,Hastane Mahallesi,Sanayi ve Fabrika,4
2022,Arnavutköy,Karlıbayır Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Arnavutköy,Mareşal Fevzi Çakmak Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Arnavutköy,Mehmet Akif Ersoy Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Arnavutköy,Mustafa Kemal Paşa Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Arnavutköy,Nene hatun Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Arnavutköy,Sazlıbosna Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Arnavutköy,Tayakadın Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Arnavutköy,Yassıören Mahallesi,Sanayi ve Fabrika,2
2022,Arnavutköy,Yeşilbayır Mahallesi,Sanayi ve Fabrika,16
2022,Arnavutköy,Yunus Emre Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Arnavutköy,Çilingir Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Arnavutköy,Ömerli Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Arnavutköy,Ömerli Mahallesi,Sanayi ve Fabrika,39
2022,Arnavutköy,İmrahor Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Arnavutköy,İmrahor Mahallesi,Sanayi ve Fabrika,1
2022,Arnavutköy,İslambey Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Ataşehir,Atatürk Mahallesi,Eğitim Tesisi (Okul vb.),15
2022,Ataşehir,Aşıkveysel Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Ataşehir,Barbaros Mahallesi,Eğitim Tesisi (Okul vb.),15
2022,Ataşehir,Barbaros Mahallesi,Sanayi ve Fabrika,1
2022,Ataşehir,Esatpaşa Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Ataşehir,Ferhatpaşa Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Ataşehir,Ferhatpaşa Mahallesi,Sanayi ve Fabrika,1
2022,Ataşehir,Fetih Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Ataşehir,Kayışdağı Mahallesi,Eğitim Tesisi (Okul vb.),8
2022,Ataşehir,Kayışdağı Mahallesi,Sanayi ve Fabrika,2
2022,Ataşehir,Küçükbakkalköy Mahallesi,Eğitim Tesisi (Okul vb.),45
2022,Ataşehir,Küçükbakkalköy Mahallesi,Sanayi ve Fabrika,2
2022,Ataşehir,Mevlana Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Ataşehir,Mustafa Kemal Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Ataşehir,Yeni Çamlıca Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Ataşehir,Yeni Çamlıca Mahallesi,Sanayi ve Fabrika,1
2022,Ataşehir,Yenisahra Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Ataşehir,Yenisahra Mahallesi,Sanayi ve Fabrika,1
2022,Ataşehir,Yenişehir Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Ataşehir,Örnek Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Ataşehir,İnönü Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Ataşehir,İçerenköy Mahallesi,Eğitim Tesisi (Okul vb.),13
2022,Ataşehir,İçerenköy Mahallesi,Sanayi ve Fabrika,12
2022,Avcılar,Ambarlı Mahallesi,Eğitim Tesisi (Okul vb.),8
2022,Avcılar,Cihangir Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Avcılar,Cihangir Mahallesi,Sanayi ve Fabrika,2
2022,Avcılar,Denizköşkler Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Avcılar,Denizköşkler Mahallesi,Sanayi ve Fabrika,1
2022,Avcılar,Firuzköy Mahallesi,Sanayi ve Fabrika,2
2022,Avcılar,Gümüşpala Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Avcılar,Merkez Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Avcılar,Mustafa Kemal Paşa Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Avcılar,Mustafa Kemal Paşa Mahallesi,Sanayi ve Fabrika,1
2022,Avcılar,Tahtakale Mahallesi,Eğitim Tesisi (Okul vb.),16
2022,Avcılar,Tahtakale Mahallesi,Sanayi ve Fabrika,2
2022,Avcılar,Yeşilkent Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Avcılar,Üniversite Mahallesi,Eğitim Tesisi (Okul vb.),6
2022,Bahçelievler,Bahçelievler Mahallesi,Eğitim Tesisi (Okul vb.),29
2022,Bahçelievler,Bahçelievler Mahallesi,Sanayi ve Fabrika,2
2022,Bahçelievler,Cumhuriyet Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Bahçelievler,Fevzi Çakmak Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Bahçelievler,Kocasinan Merkez Mahallesi,Eğitim Tesisi (Okul vb.),15
2022,Bahçelievler,Kocasinan Merkez Mahallesi,Sanayi ve Fabrika,1
2022,Bahçelievler,Siyavuşpaşa Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Bahçelievler,Soğanlı Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Bahçelievler,Yenibosna Merkez Mahallesi,Eğitim Tesisi (Okul vb.),15
2022,Bahçelievler,Yenibosna Merkez Mahallesi,Sanayi ve Fabrika,6
2022,Bahçelievler,Zafer Mahallesi,Eğitim Tesisi (Okul vb.),6
2022,Bahçelievler,Çobançeşme Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Bahçelievler,Şirinevler Mahallesi,Eğitim Tesisi (Okul vb.),15
2022,Bakırköy,Ataköy 2-5-6. Kısım Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Bakırköy,Ataköy 7-8-9-10. Kısım Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Bakırköy,Basınköy Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Bakırköy,Cevizlik Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Bakırköy,Kartaltepe Mahallesi,Eğitim Tesisi (Okul vb.),9
2022,Bakırköy,Yenimahalle Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Bakırköy,Yeşilköy Mahallesi,Eğitim Tesisi (Okul vb.),12
2022,Bakırköy,Yeşilköy Mahallesi,Sanayi ve Fabrika,2
2022,Bakırköy,Yeşilyurt Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Bakırköy,Zeytinlik Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Bakırköy,Zuhuratbaba Mahallesi,Eğitim Tesisi (Okul vb.),6
2022,Bakırköy,Şenlikköy Mahallesi,Eğitim Tesisi (Okul vb.),11
2022,Bayrampaşa,Altıntepsi Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Bayrampaşa,Altıntepsi Mahallesi,Sanayi ve Fabrika,1
2022,Bayrampaşa,Cevatpaşa Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Bayrampaşa,Cevatpaşa Mahallesi,Sanayi ve Fabrika,4
2022,Bayrampaşa,Kartaltepe Mahallesi,Eğitim Tesisi (Okul vb.),10
2022,Bayrampaşa,Kocatepe Mahallesi,Eğitim Tesisi (Okul vb.),16
2022,Bayrampaşa,Muratpaşa Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Bayrampaşa,Orta Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Bayrampaşa,Orta Mahallesi,Sanayi ve Fabrika,2
2022,Bayrampaşa,Terazidere Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Bayrampaşa,Vatan Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Bayrampaşa,Yenidoğan Mahallesi,Eğitim Tesisi (Okul vb.),7
2022,Bayrampaşa,Yenidoğan Mahallesi,Sanayi ve Fabrika,1
2022,Bayrampaşa,Yıldırım Mahallesi,Eğitim Tesisi (Okul vb.),8
2022,Bayrampaşa,İsmet Paşa Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Bağcılar,100. Yıl Mahallesi,Eğitim Tesisi (Okul vb.),8
2022,Bağcılar,100. Yıl Mahallesi,Sanayi ve Fabrika,1
2022,Bağcılar,15 Temmuz Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Bağcılar,15 Temmuz Mahallesi,Sanayi ve Fabrika,3
2022,Bağcılar,Barbaros Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Bağcılar,Bağlar Mahallesi,Eğitim Tesisi (Okul vb.),10
2022,Bağcılar,Bağlar Mahallesi,Sanayi ve Fabrika,5
2022,Bağcılar,Demirkapı Mahallesi,Eğitim Tesisi (Okul vb.),28
2022,Bağcılar,Fevzi Çakmak Mahallesi,Eğitim Tesisi (Okul vb.),12
2022,Bağcılar,Göztepe Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Bağcılar,Güneşli Mahallesi,Eğitim Tesisi (Okul vb.),8
2022,Bağcılar,Hürriyet Mahallesi,Eğitim Tesisi (Okul vb.),7
2022,Bağcılar,Kemalpaşa Mahallesi,Eğitim Tesisi (Okul vb.),8
2022,Bağcılar,Kirazlı Mahallesi,Eğitim Tesisi (Okul vb.),7
2022,Bağcılar,Kâzım Karabekir Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Bağcılar,Mahmutbey Mahallesi,Eğitim Tesisi (Okul vb.),10
2022,Bağcılar,Mahmutbey Mahallesi,Sanayi ve Fabrika,2
2022,Bağcılar,Merkez Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Bağcılar,Sancaktepe Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Bağcılar,Yenimahalle Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Bağcılar,Yıldıztepe Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Bağcılar,Çınar Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Bağcılar,İnönü Mahallesi,Eğitim Tesisi (Okul vb.),8
2022,Başakşehir,Bahçeşehir 1. Kısım Mahallesi,Eğitim Tesisi (Okul vb.),12
2022,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Eğitim Tesisi (Okul vb.),15
2022,Başakşehir,Başak Mahallesi,Eğitim Tesisi (Okul vb.),18
2022,Başakşehir,Başakşehir Mahallesi,Eğitim Tesisi (Okul vb.),14
2022,Başakşehir,Güvercintepe Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Başakşehir,Güvercintepe Mahallesi,Sanayi ve Fabrika,1
2022,Başakşehir,Kayabaşı Mahallesi,Eğitim Tesisi (Okul vb.),24
2022,Başakşehir,Kayabaşı Mahallesi,Sanayi ve Fabrika,16
2022,Başakşehir,Ziya Gökalp Mahallesi,Eğitim Tesisi (Okul vb.),6
2022,Başakşehir,Ziya Gökalp Mahallesi,Sanayi ve Fabrika,4
2022,Başakşehir,İkitelli OSB Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Başakşehir,İkitelli OSB Mahallesi,Sanayi ve Fabrika,99
2022,Başakşehir,Şahintepe Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Başakşehir,Şahintepe Mahallesi,Sanayi ve Fabrika,2
2022,Başakşehir,Şamlar Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Başakşehir,Şamlar Mahallesi,Sanayi ve Fabrika,6
2022,Beykoz,Anadolu Hisarı Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beykoz,Bozhane Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beykoz,Elmalı Mahallesi,Sanayi ve Fabrika,1
2022,Beykoz,Göksu Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beykoz,Göztepe Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beykoz,Gümüşsuyu Mahallesi,Eğitim Tesisi (Okul vb.),5
2022,Beykoz,Kanlıca Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beykoz,Kavacık Mahallesi,Eğitim Tesisi (Okul vb.),7
2022,Beykoz,Merkez Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beykoz,Paşabahçe Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beykoz,Paşamandıra Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beykoz,Rüzgarlıbahçe Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beykoz,Yalıköy Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beykoz,Yalıköy Mahallesi,Sanayi ve Fabrika,1
2022,Beykoz,Çamlıbahçe Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beykoz,Çengeldere Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beykoz,Çiğdem Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beykoz,Çubuklu Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beykoz,İncirköy Mahallesi,Sanayi ve Fabrika,3
2022,Beylikdüzü,Adnan Kahveci Mahallesi,Eğitim Tesisi (Okul vb.),20
2022,Beylikdüzü,Adnan Kahveci Mahallesi,Sanayi ve Fabrika,4
2022,Beylikdüzü,Barış Mahallesi,Eğitim Tesisi (Okul vb.),7
2022,Beylikdüzü,Beylikdüzü Organize Sanayi Bölgesi,Sanayi ve Fabrika,4
2022,Beylikdüzü,Büyükşehir Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beylikdüzü,Cumhuriyet Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beylikdüzü,Cumhuriyet Mahallesi,Sanayi ve Fabrika,2
2022,Beylikdüzü,Gürpınar Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beylikdüzü,Kavaklı Mahallesi,Eğitim Tesisi (Okul vb.),7
2022,Beylikdüzü,Kavaklı Mahallesi,Sanayi ve Fabrika,2
2022,Beylikdüzü,Marmara Mahallesi,Eğitim Tesisi (Okul vb.),7
2022,Beylikdüzü,Marmara Mahallesi,Sanayi ve Fabrika,3
2022,Beylikdüzü,Yakuplu Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Beylikdüzü,Yakuplu Mahallesi,Sanayi ve Fabrika,7
2022,Beyoğlu,Arap Cami Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beyoğlu,Bedrettin Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beyoğlu,Bedrettin Mahallesi,Sanayi ve Fabrika,1
2022,Beyoğlu,Camiikebir Mahallesi,Sanayi ve Fabrika,4
2022,Beyoğlu,Cihangir Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beyoğlu,Evliya Çelebi Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beyoğlu,Firuzağa Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beyoğlu,Gümüşsuyu Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beyoğlu,Hacıahmet Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beyoğlu,Hacımimi Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beyoğlu,Halıcıoğlu Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beyoğlu,Kaptanpaşa Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beyoğlu,Kaptanpaşa Mahallesi,Sanayi ve Fabrika,2
2022,Beyoğlu,Katip Mustafa Çelebi Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beyoğlu,Keçeci Piri Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beyoğlu,Kuloğlu Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beyoğlu,Küçük Piyale Mahallesi,Sanayi ve Fabrika,1
2022,Beyoğlu,Müeyyedzade Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beyoğlu,Piri Paşa Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Beyoğlu,Piyalepaşa Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Beyoğlu,Pürtelaş Hasan Efendi Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beyoğlu,Sururi Mehmet Efendi Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beyoğlu,Tomtom Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beyoğlu,Örnektepe Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beyoğlu,Şahkulu Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beyoğlu,Şehit Muhtar Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beşiktaş,Akat Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Beşiktaş,Arnavutköy Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beşiktaş,Bebek Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beşiktaş,Dikilitaş Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beşiktaş,Etiler Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beşiktaş,Gayrettepe Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beşiktaş,Konaklar Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Beşiktaş,Kuruçeşme Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beşiktaş,Kültür Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beşiktaş,Levent Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Beşiktaş,Mecidiye Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beşiktaş,Nisbetiye Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beşiktaş,Ortaköy Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beşiktaş,Ortaköy Mahallesi,Sanayi ve Fabrika,2
2022,Beşiktaş,Türkali Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Beşiktaş,Ulus Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Beşiktaş,Vişnezade Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Beşiktaş,Yıldız Mahallesi,Eğitim Tesisi (Okul vb.),22
2022,Büyükçekmece,19 Mayıs Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Büyükçekmece,Alkent 2000 Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Büyükçekmece,Bahçelievler Mahallesi,Sanayi ve Fabrika,1
2022,Büyükçekmece,Celaliye Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Büyükçekmece,Celaliye Mahallesi,Sanayi ve Fabrika,2
2022,Büyükçekmece,Cumhuriyet Mahallesi,Eğitim Tesisi (Okul vb.),9
2022,Büyükçekmece,Cumhuriyet Mahallesi,Sanayi ve Fabrika,2
2022,Büyükçekmece,Dizdariye Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Büyükçekmece,Ekinoba Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Büyükçekmece,Fatih Mahallesi,Eğitim Tesisi (Okul vb.),7
2022,Büyükçekmece,Karaağaç Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Büyükçekmece,Karaağaç Mahallesi,Sanayi ve Fabrika,6
2022,Büyükçekmece,Kumburgaz Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Büyükçekmece,Mimaroba Mahallesi,Eğitim Tesisi (Okul vb.),6
2022,Büyükçekmece,Mimarsinan Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Büyükçekmece,Pınartepe Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Büyükçekmece,Sinanoba Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Büyükçekmece,Türkoba Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Büyükçekmece,Ulus Mahallesi,Sanayi ve Fabrika,2
2022,Büyükçekmece,Çakmaklı Mahallesi,Sanayi ve Fabrika,4
2022,Esenler,Atışalanı Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Esenler,Birlik Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Esenler,Davutpaşa Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Esenler,Kazım Karabekir Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Esenler,Menderes Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Esenler,Nine Hatun Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Esenler,Oruçreis Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Esenler,Oruçreis Mahallesi,Sanayi ve Fabrika,1
2022,Esenler,Tuna Mahallesi,Eğitim Tesisi (Okul vb.),10
2022,Esenler,Turgut Reis Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Esenler,Yavuz Selim Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Esenler,Çifte Havuzlar Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Esenyurt,Akevler Mahallesi 7 sokak,Eğitim Tesisi (Okul vb.),2
2022,Esenyurt,Akçaburgaz Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Esenyurt,Akçaburgaz Mahallesi,Sanayi ve Fabrika,38
2022,Esenyurt,Akşemseddin Mahallesi,Sanayi ve Fabrika,1
2022,Esenyurt,Atatürk Mahallesi,Sanayi ve Fabrika,2
2022,Esenyurt,Aşık Veysel Mahallesi,Eğitim Tesisi (Okul vb.),10
2022,Esenyurt,Aşık Veysel Mahallesi,Sanayi ve Fabrika,4
2022,Esenyurt,Balıkyolu Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Esenyurt,Barbaros Hayrettin Paşa Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Esenyurt,Battalgazi Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Esenyurt,Cumhuriyet Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Esenyurt,Esenkent Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Esenyurt,Fatih Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Esenyurt,Gökevler Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Esenyurt,Güzelyurt Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Esenyurt,Hürriyet Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Esenyurt,Mevlana Mahallesi,Eğitim Tesisi (Okul vb.),6
2022,Esenyurt,Necip Fazıl Kısakürek Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Esenyurt,Orhan Gazi Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Esenyurt,Orhan Gazi Mahallesi,Sanayi ve Fabrika,15
2022,Esenyurt,Osmangazi Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Esenyurt,Osmangazi Mahallesi,Sanayi ve Fabrika,30
2022,Esenyurt,Piri Reis Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Esenyurt,Saadetdere Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Esenyurt,Selahaddin Eyyubi Mahallesi,Sanayi ve Fabrika,2
2022,Esenyurt,Sultaniye Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Esenyurt,Turgut Özal Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Esenyurt,Yeşilkent Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Esenyurt,Zafer Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Esenyurt,İstiklal Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Eyüpsultan,5. Levent Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Eyüpsultan,5. Levent Mahallesi,Sanayi ve Fabrika,1
2022,Eyüpsultan,Akşemsettin Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Eyüpsultan,Akşemsettin Mahallesi,Sanayi ve Fabrika,1
2022,Eyüpsultan,Alibeyköy Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Eyüpsultan,Alibeyköy Mahallesi,Sanayi ve Fabrika,1
2022,Eyüpsultan,Ağaçlı Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Eyüpsultan,Defterdar Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Eyüpsultan,Defterdar Mahallesi,Sanayi ve Fabrika,3
2022,Eyüpsultan,Düğmeciler Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Eyüpsultan,Emniyettepe Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Eyüpsultan,Esentepe Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Eyüpsultan,Göktürk Merkez Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Eyüpsultan,Göktürk Merkez Mahallesi,Sanayi ve Fabrika,2
2022,Eyüpsultan,Güzeltepe Mahallesi,Eğitim Tesisi (Okul vb.),6
2022,Eyüpsultan,Güzeltepe Mahallesi,Sanayi ve Fabrika,2
2022,Eyüpsultan,Işıklar Mahallesi,Sanayi ve Fabrika,2
2022,Eyüpsultan,Karadolap Mahallesi,Eğitim Tesisi (Okul vb.),10
2022,Eyüpsultan,Merkez Mahallesi,Eğitim Tesisi (Okul vb.),8
2022,Eyüpsultan,Mimar Sinan Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Eyüpsultan,Mimar Sinan Mahallesi,Sanayi ve Fabrika,22
2022,Eyüpsultan,Mithatpaşa Mahallesi,Sanayi ve Fabrika,2
2022,Eyüpsultan,Pirinççi Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Eyüpsultan,Pirinççi Mahallesi,Sanayi ve Fabrika,4
2022,Eyüpsultan,Rami Cuma Mahallesi,Eğitim Tesisi (Okul vb.),6
2022,Eyüpsultan,Rami Yeni Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Eyüpsultan,Rami Yeni Mahallesi,Sanayi ve Fabrika,2
2022,Eyüpsultan,Sakarya Mahallesi,Eğitim Tesisi (Okul vb.),2
2022,Eyüpsultan,Topçular Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Eyüpsultan,Topçular Mahallesi,Sanayi ve Fabrika,25
2022,Eyüpsultan,Yeşilpınar Mahallesi,Eğitim Tesisi (Okul vb.),1
2022,Eyüpsultan,Çırçır Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Eyüpsultan,İslambey Mahallesi,Eğitim Tesisi (Okul vb.),10
2022,Fatih,Aksaray Mahallesi,Eğitim Tesisi (Okul vb.),4
2022,Fatih,Akşemsettin Mahallesi,Eğitim Tesisi (Okul vb.),3
2022,Fatih,Alemdar Mahallesi,Eğitim Tesisi (Okul vb.),4
