_id,Yil,Ilce,Mahalle,Gelen Ariza,Cevaplanan Ariza
903,2022,ÜMRANİYE,DUMLUPINAR MAH,387,387
904,2022,ÜMRANİYE,ELMALIKENT MAH,563,563
905,2022,ÜMRANİYE,ESENEVLER MAH,428,428
906,2022,ÜMRANİYE,ESENKENT MAH,262,262
907,2022,ÜMRANİYE,ESENŞEHİR MAH,345,345
908,2022,ÜMRANİYE,FATİH SULTAN MEHMET MAH,74,58
909,2022,ÜMRANİYE,FİNANSKENT MAH,19,19
910,2022,ÜMRANİYE,HEKİMBAŞI MAH,407,407
911,2022,ÜMRANİYE,HUZUR MAH,266,266
912,2022,ÜMRANİYE,IHLAMURKUYU MAH,389,388
913,2022,ÜMRANİYE,İNKILAP MAH,734,734
914,2022,ÜMRANİYE,İSTİKLAL MAH,534,534
915,2022,ÜMRANİYE,KAZIM KARABEKİR MAH,540,540
916,2022,ÜMRANİYE,MADENLER MAH,157,157
917,2022,ÜMRANİYE,MEHMET AKİF MAH,215,215
918,2022,ÜMRANİYE,NAMIK KEMAL MAH,418,418
919,2022,ÜMRANİYE,NECİP FAZIL MAH,308,306
920,2022,ÜMRANİYE,PARSELLER MAH,226,226
921,2022,ÜMRANİYE,SARAY MAH,173,173
922,2022,ÜMRANİYE,SİTE MAH,283,283
923,2022,ÜMRANİYE,ŞERİFALİ MAH,355,355
924,2022,ÜMRANİYE,TANTAVİ MAH,103,103
925,2022,ÜMRANİYE,TATLISU MAH,209,209
926,2022,ÜMRANİYE,TEPEÜSTÜ MAH,315,315
927,2022,ÜMRANİYE,TOPAĞACI MAH,656,656
928,2022,ÜMRANİYE,YAMANEVLER MAH,129,129
929,2022,ÜMRANİYE,YENİŞEHİR MAH,291,287
930,2022,ÜMRANİYE,YUKARI DUDULLU MAH,529,529
931,2022,ÜSKÜDAR,ACIBADEM MAH,323,323
932,2022,ÜSKÜDAR,AHMEDİYE MAH,538,538
933,2022,ÜSKÜDAR,ALTUNİZADE MAH,314,314
934,2022,ÜSKÜDAR,AZİZ MAHMUT HÜDAYİ MAH,367,364
935,2022,ÜSKÜDAR,BAHÇELİEVLER MAH,484,484
936,2022,ÜSKÜDAR,BARBAROS MAH,308,308
937,2022,ÜSKÜDAR,BEYLERBEYİ MAH,201,201
938,2022,ÜSKÜDAR,BULGURLU MAH,259,259
939,2022,ÜSKÜDAR,BURHANİYE MAH,464,464
940,2022,ÜSKÜDAR,CUMHURİYET MAH,467,467
941,2022,ÜSKÜDAR,ÇENGELKÖY MAH,491,491
942,2022,ÜSKÜDAR,FERAH MAH,395,395
943,2022,ÜSKÜDAR,GÜZELTEPE MAH,354,354
944,2022,ÜSKÜDAR,İCADİYE MAH,565,565
945,2022,ÜSKÜDAR,KANDİLLİ MAH,71,70
946,2022,ÜSKÜDAR,KISIKLI MAH,440,440
947,2022,ÜSKÜDAR,KİRAZLITEPE MAH,415,415
948,2022,ÜSKÜDAR,KULELİ MAH,88,88
949,2022,ÜSKÜDAR,KUZGUNCUK MAH,241,241
950,2022,ÜSKÜDAR,KÜÇÜK ÇAMLICA MAH,364,364
951,2022,ÜSKÜDAR,KÜÇÜKSU MAH,292,292
952,2022,ÜSKÜDAR,KÜPLÜCE MAH,354,354
953,2022,ÜSKÜDAR,MEHMET AKİF ERSOY MAH,760,760
954,2022,ÜSKÜDAR,MİMAR SİNAN MAH,431,431
955,2022,ÜSKÜDAR,MURATREİS MAH,457,457
956,2022,ÜSKÜDAR,SALACAK MAH,210,210
957,2022,ÜSKÜDAR,SELAMİ ALİ MAH,256,256
958,2022,ÜSKÜDAR,SELİMİYE MAH,292,292
959,2022,ÜSKÜDAR,SULTANTEPE MAH,167,167
960,2022,ÜSKÜDAR,ÜNALAN MAH,828,828
961,2022,ÜSKÜDAR,VALİDE-İ ATİK MAH,624,624
962,2022,ÜSKÜDAR,YAVUZTÜRK MAH,574,574
963,2022,ÜSKÜDAR,ZEYNEP KAMİL MAH,319,319
964,2022,ZEYTİNBURNU,BEŞTELSİZ MAH,218,218
965,2022,ZEYTİNBURNU,ÇIRPICI MAH,296,296
966,2022,ZEYTİNBURNU,GÖKALP MAH,277,277
967,2022,ZEYTİNBURNU,KAZLIÇEŞME MAH,198,198
968,2022,ZEYTİNBURNU,MALTEPE MAH,252,252
969,2022,ZEYTİNBURNU,MERKEZEFENDİ MAH,223,223
970,2022,ZEYTİNBURNU,NURİPAŞA MAH,325,325
971,2022,ZEYTİNBURNU,SEYİTNİZAM MAH,240,240
972,2022,ZEYTİNBURNU,SÜMER MAH,368,368
973,2022,ZEYTİNBURNU,TELSİZ MAH,390,390
974,2022,ZEYTİNBURNU,VELİEFENDİ MAH,243,243
975,2022,ZEYTİNBURNU,YENİDOĞAN MAH,208,208
976,2022,ZEYTİNBURNU,YEŞİLTEPE MAH,180,180
