_id,YIL,ILCE,MAHALLE_ADI,GELEN ARIZA,GIDERILEN ARIZA
898,2023,ŞİLE,KARACAKÖY MAH,7,7
899,2023,ŞİLE,KARAKİRAZ MAH,11,11
900,2023,ŞİLE,KARAMANDERE MAH,4,4
901,2023,ŞİLE,KERVANSARAY MAH,3,3
902,2023,ŞİLE,KIZILCA MAH,9,9
903,2023,ŞİLE,KORUCU MAH,2,2
904,2023,ŞİLE,KUMBABA MAH,29,29
905,2023,ŞİLE,KURFALLI MAH,4,4
906,2023,ŞİLE,KURNA MAH,22,22
907,2023,ŞİLE,KÖMÜRLÜK MAH,4,4
908,2023,ŞİLE,MEŞRUTİYET MAH,16,16
909,2023,ŞİLE,ORUÇOĞLU MAH,6,6
910,2023,ŞİLE,OSMANKÖY MAH,1,1
911,2023,ŞİLE,OVACIK MAH,2,2
912,2023,ŞİLE,SAHİLKÖY MAH,39,39
913,2023,ŞİLE,SATMAZLI MAH,4,4
914,2023,ŞİLE,SOFULAR MAH,1,1
915,2023,ŞİLE,TEKE MAH,5,5
916,2023,ŞİLE,ULUPELİT MAH,6,6
917,2023,ŞİLE,YAKA MAH,6,6
918,2023,ŞİLE,YENİKÖY MAH,2,2
919,2023,ŞİLE,YEŞİLVADİ MAH,16,16
920,2023,ŞİLE,ÇAVUŞ MAH,155,155
921,2023,ŞİLE,ÇAYIRBAŞI MAH,14,14
922,2023,ŞİLE,ÇELEBİ MAH,3,3
923,2023,ŞİLE,ÇENGİLLİ MAH,1,1
924,2023,ŞİLE,ÜVEZLİ MAH,35,35
925,2023,ŞİLE,İMRENDERE MAH,16,16
926,2023,ŞİLE,İMRENLİ MAH,17,17
927,2023,ŞİLE,İSAKÖY MAH,4,4
928,2023,ŞİLE,ŞUAYİPLİ MAH,4,4
929,2023,ŞİŞLİ,19 MAYIS MAH,283,283
930,2023,ŞİŞLİ,BOZKURT MAH,105,105
931,2023,ŞİŞLİ,CUMHURİYET MAH,83,83
932,2023,ŞİŞLİ,DUATEPE MAH,97,97
933,2023,ŞİŞLİ,ERGENEKON MAH,14,14
934,2023,ŞİŞLİ,ESENTEPE MAH,33,33
935,2023,ŞİŞLİ,ESKİŞEHİR MAH,69,69
936,2023,ŞİŞLİ,FERİKÖY MAH,98,98
937,2023,ŞİŞLİ,FULYA MAH,174,174
938,2023,ŞİŞLİ,GÜLBAHAR MAH,117,117
939,2023,ŞİŞLİ,HALASKARGAZİ MAH,53,53
940,2023,ŞİŞLİ,HALİDE EDİP ADIVAR MAH,92,92
941,2023,ŞİŞLİ,HALİL RIFAT PAŞA MAH,13,13
942,2023,ŞİŞLİ,HARBİYE MAH,35,35
943,2023,ŞİŞLİ,KAPTANPAŞA MAH,11,11
944,2023,ŞİŞLİ,KUŞTEPE MAH,114,114
945,2023,ŞİŞLİ,MAHMUT ŞEVKET PAŞA MAH,47,45
946,2023,ŞİŞLİ,MECİDİYEKÖY MAH,112,107
947,2023,ŞİŞLİ,MERKEZ MAH,238,238
948,2023,ŞİŞLİ,MEŞRUTİYET MAH,74,74
949,2023,ŞİŞLİ,PAŞA MAH,52,52
950,2023,ŞİŞLİ,TEŞVİKİYE MAH,55,55
951,2023,ŞİŞLİ,YAYLA MAH,15,15
952,2023,ŞİŞLİ,İNÖNÜ MAH,17,16
953,2023,ŞİŞLİ,İZZET PAŞA MAH,108,108
