_id,Yil,Ilce,Mahalle,Gelen Cagri Sayisi,Cevaplanan Cagri Sayisi
904,2022,ÜSKÜDAR,AHMEDİYE MAH,21,21
905,2022,ÜSKÜDAR,ALTUNİZADE MAH,90,90
906,2022,ÜSKÜDAR,AZİZ MAHMUT HÜDAYİ MAH,19,19
907,2022,ÜSKÜDAR,BAHÇELİEVLER MAH,70,70
908,2022,ÜSKÜDAR,BARBAROS MAH,65,65
909,2022,ÜSKÜDAR,BEYLERBEYİ MAH,50,50
910,2022,ÜSKÜDAR,BULGURLU MAH,121,121
911,2022,ÜSKÜDAR,BURHANİYE MAH,60,60
912,2022,ÜSKÜDAR,CUMHURİYET MAH,195,195
913,2022,ÜSKÜDAR,ÇENGELKÖY MAH,59,59
914,2022,ÜSKÜDAR,FERAH MAH,85,85
915,2022,ÜSKÜDAR,GÜZELTEPE MAH,68,68
916,2022,ÜSKÜDAR,İCADİYE MAH,83,83
917,2022,ÜSKÜDAR,KANDİLLİ MAH,14,14
918,2022,ÜSKÜDAR,KISIKLI MAH,111,111
919,2022,ÜSKÜDAR,KİRAZLITEPE MAH,51,51
920,2022,ÜSKÜDAR,KULELİ MAH,4,4
921,2022,ÜSKÜDAR,KUZGUNCUK MAH,32,32
922,2022,ÜSKÜDAR,KÜÇÜK ÇAMLICA MAH,82,82
923,2022,ÜSKÜDAR,KÜÇÜKSU MAH,73,73
924,2022,ÜSKÜDAR,KÜPLÜCE MAH,41,41
925,2022,ÜSKÜDAR,MEHMET AKİF ERSOY MAH,139,139
926,2022,ÜSKÜDAR,MİMAR SİNAN MAH,94,94
927,2022,ÜSKÜDAR,MURATREİS MAH,62,62
928,2022,ÜSKÜDAR,SALACAK MAH,57,57
929,2022,ÜSKÜDAR,SELAMİ ALİ MAH,43,43
930,2022,ÜSKÜDAR,SELİMİYE MAH,32,32
931,2022,ÜSKÜDAR,SULTANTEPE MAH,46,46
932,2022,ÜSKÜDAR,ÜNALAN MAH,146,146
933,2022,ÜSKÜDAR,VALİDE-İ ATİK MAH,108,108
934,2022,ÜSKÜDAR,YAVUZTÜRK MAH,119,119
935,2022,ÜSKÜDAR,ZEYNEP KAMİL MAH,46,46
936,2022,ZEYTİNBURNU,BEŞTELSİZ MAH,108,108
937,2022,ZEYTİNBURNU,ÇIRPICI MAH,176,176
938,2022,ZEYTİNBURNU,GÖKALP MAH,163,163
939,2022,ZEYTİNBURNU,KAZLIÇEŞME MAH,53,53
940,2022,ZEYTİNBURNU,MALTEPE MAH,65,65
941,2022,ZEYTİNBURNU,MERKEZEFENDİ MAH,64,64
942,2022,ZEYTİNBURNU,NURİPAŞA MAH,146,146
943,2022,ZEYTİNBURNU,SEYİTNİZAM MAH,66,66
944,2022,ZEYTİNBURNU,SÜMER MAH,181,181
945,2022,ZEYTİNBURNU,TELSİZ MAH,264,264
946,2022,ZEYTİNBURNU,VELİEFENDİ MAH,71,71
947,2022,ZEYTİNBURNU,YENİDOĞAN MAH,101,101
948,2022,ZEYTİNBURNU,YEŞİLTEPE MAH,62,62
