_id,Yil,Ilce,Mahalle,Gelen Ariza,Giderilen Ariza
892,2023,ÜSKÜDAR,ÜSKÜDAR-STANDARTDIŞI ADRES,1,1
893,2023,ÜSKÜDAR,İCADİYE MAH,473,473
894,2023,ŞİLE,AHMETLİ MAH,163,163
895,2023,ŞİLE,AKÇAKESE MAH,198,198
896,2023,ŞİLE,ALACALI MAH,152,152
897,2023,ŞİLE,AVCIKORU MAH,37,37
898,2023,ŞİLE,AĞAÇDERE MAH,14,14
899,2023,ŞİLE,AĞVA MERKEZ MAH,128,128
900,2023,ŞİLE,BALİBEY MAH,272,272
901,2023,ŞİLE,BIÇKIDERE MAH,114,114
902,2023,ŞİLE,BOZGOCA MAH,85,85
903,2023,ŞİLE,BUCAKLI MAH,25,25
904,2023,ŞİLE,DARLIK MAH,15,15
905,2023,ŞİLE,DEĞİRMENÇAYIRI MAH,72,72
906,2023,ŞİLE,DOĞANCILI MAH,127,127
907,2023,ŞİLE,ERENLER MAH,26,26
908,2023,ŞİLE,ESENCELİ MAH,7,7
909,2023,ŞİLE,GEREDELİ MAH,113,113
910,2023,ŞİLE,GÖKMAŞLI MAH,25,25
911,2023,ŞİLE,GÖKSU MAH,29,29
912,2023,ŞİLE,GÖÇE MAH,111,111
913,2023,ŞİLE,HACI KASIM MAH,35,35
914,2023,ŞİLE,HACILLI MAH,14,14
915,2023,ŞİLE,HASANLI MAH,17,17
916,2023,ŞİLE,KABAKOZ MAH,192,192
917,2023,ŞİLE,KADIKÖY MAH,7,7
918,2023,ŞİLE,KALEM MAH,38,38
919,2023,ŞİLE,KARABEYLİ MAH,87,87
920,2023,ŞİLE,KARACAKÖY MAH,127,127
921,2023,ŞİLE,KARAKİRAZ MAH,89,89
922,2023,ŞİLE,KARAMANDERE MAH,33,33
923,2023,ŞİLE,KERVANSARAY MAH,53,53
924,2023,ŞİLE,KIZILCA MAH,130,130
925,2023,ŞİLE,KORUCU MAH,23,23
926,2023,ŞİLE,KUMBABA MAH,139,139
927,2023,ŞİLE,KURFALLI MAH,70,70
928,2023,ŞİLE,KURNA MAH,71,71
929,2023,ŞİLE,KÖMÜRLÜK MAH,87,87
930,2023,ŞİLE,MEŞRUTİYET MAH,70,69
931,2023,ŞİLE,ORUÇOĞLU MAH,116,116
932,2023,ŞİLE,OSMANKÖY MAH,52,52
933,2023,ŞİLE,OVACIK MAH,29,29
934,2023,ŞİLE,SAHİLKÖY MAH,229,229
935,2023,ŞİLE,SATMAZLI MAH,71,71
936,2023,ŞİLE,SOFULAR MAH,62,62
937,2023,ŞİLE,SORTULLU MAH,12,12
938,2023,ŞİLE,SOĞULLU MAH,10,10
939,2023,ŞİLE,TEKE MAH,42,42
940,2023,ŞİLE,ULUPELİT MAH,24,24
941,2023,ŞİLE,YAKA MAH,19,19
942,2023,ŞİLE,YAYLALI MAH,7,7
943,2023,ŞİLE,YAZIMANAYIR MAH,25,25
944,2023,ŞİLE,YENİKÖY MAH,20,20
945,2023,ŞİLE,YEŞİLVADİ MAH,43,43
946,2023,ŞİLE,ÇATAKLI MAH,4,4
947,2023,ŞİLE,ÇAVUŞ MAH,594,594
948,2023,ŞİLE,ÇAYIRBAŞI MAH,100,100
949,2023,ŞİLE,ÇELEBİ MAH,38,38
950,2023,ŞİLE,ÇENGİLLİ MAH,29,29
951,2023,ŞİLE,ÜVEZLİ MAH,139,139
952,2023,ŞİLE,İMRENDERE MAH,65,65
953,2023,ŞİLE,İMRENLİ MAH,90,90
954,2023,ŞİLE,İSAKÖY MAH,61,61
955,2023,ŞİLE,ŞUAYİPLİ MAH,45,45
956,2023,ŞİLE,ŞİLE-STANDARTDIŞI ADRES,1,1
957,2023,ŞİŞLİ,19 MAYIS MAH,150,150
958,2023,ŞİŞLİ,BOZKURT MAH,248,248
959,2023,ŞİŞLİ,CUMHURİYET MAH,106,106
960,2023,ŞİŞLİ,DUATEPE MAH,184,184
961,2023,ŞİŞLİ,ERGENEKON MAH,70,70
962,2023,ŞİŞLİ,ESENTEPE MAH,148,148
963,2023,ŞİŞLİ,ESKİŞEHİR MAH,294,294
964,2023,ŞİŞLİ,FERİKÖY MAH,120,119
965,2023,ŞİŞLİ,FULYA MAH,277,277
966,2023,ŞİŞLİ,GÜLBAHAR MAH,292,292
967,2023,ŞİŞLİ,HALASKARGAZİ MAH,107,107
968,2023,ŞİŞLİ,HALİDE EDİP ADIVAR MAH,225,225
969,2023,ŞİŞLİ,HALİL RIFAT PAŞA MAH,77,77
970,2023,ŞİŞLİ,HARBİYE MAH,94,94
971,2023,ŞİŞLİ,KAPTANPAŞA MAH,29,29
972,2023,ŞİŞLİ,KUŞTEPE MAH,355,355
973,2023,ŞİŞLİ,MAHMUT ŞEVKET PAŞA MAH,228,228
974,2023,ŞİŞLİ,MECİDİYEKÖY MAH,304,304
975,2023,ŞİŞLİ,MERKEZ MAH,422,422
976,2023,ŞİŞLİ,MEŞRUTİYET MAH,110,110
977,2023,ŞİŞLİ,PAŞA MAH,286,286
978,2023,ŞİŞLİ,TEŞVİKİYE MAH,220,220
979,2023,ŞİŞLİ,YAYLA MAH,156,156
980,2023,ŞİŞLİ,İNÖNÜ MAH,154,154
981,2023,ŞİŞLİ,İZZET PAŞA MAH,136,136
